index_date,index_place,index_product,index_value,base_volume,base_amount,base_trades
2018-11-28,SIB,MZT,15817.0,8215,129940030,69
2018-11-28,SIB,PRM,48117.0,3660,176109840,51
2018-11-28,SIB,REG,45764.0,15420,705683100,149
2018-11-28,SIB,SUG,17953.0,709,12728972,15
2018-11-28,SIB,TRD,54223.0,1615,87570630,15
2018-11-29,DAL,DTL,0.0,0,0,0
2018-11-29,DAL,DTM,0.0,0,0,0
2018-11-29,DAL,DTZ,63057.0,2015,127060570,15
2018-11-29,DAL,MZT,17463.0,3510,61294415,29
2018-11-29,DAL,PRM,48647.0,1440,70051620,17
2018-11-29,DAL,REG,47548.0,1920,91292100,21
2018-11-29,DAL,TRD,58874.0,0,0,0
2018-11-29,EVR,DTL,47542.0,5600,266237700,25
2018-11-29,EVR,DTM,48055.0,9655,463966550,92
2018-11-29,EVR,DTZ,56804.0,7345,417228370,59
2018-11-29,EVR,MZT,15575.0,6540,101860715,60
2018-11-29,EVR,PRM,48012.0,7920,380254140,87
2018-11-29,EVR,REG,45418.0,19500,885643020,182
2018-11-29,EVR,SUG,19254.0,618,11899000,16
2018-11-29,EVR,TRD,48083.0,2121,101984654,25
2018-11-29,SIB,DTL,47787.0,4735,226269370,27
2018-11-29,SIB,DTM,0.0,0,0,0
2018-11-29,SIB,DTZ,60542.0,3185,192825100,25
2018-11-29,SIB,MZT,15801.0,5565,87933230,50
2018-11-29,SIB,PRM,47361.0,3120,147766920,37
2018-11-29,SIB,REG,44703.0,15720,702725640,119
2018-11-29,SIB,SUG,16492.0,2366,39020492,38
2018-11-29,SIB,TRD,52446.0,1550,81290875,13
2018-11-30,DAL,DTL,0.0,0,0,0
2018-11-30,DAL,DTM,0.0,0,0,0
2018-11-30,DAL,DTZ,63220.0,1885,119170480,17
2018-11-30,DAL,MZT,18067.0,4615,83379790,40
2018-11-30,DAL,PRM,47917.0,1260,60375000,15
2018-11-30,DAL,REG,47081.0,1680,79095720,23
2018-11-30,DAL,TRD,58874.0,0,0,0
2018-11-30,EVR,DTL,0.0,0,0,0
2018-11-30,EVR,DTM,47039.0,13980,657601845,130
2018-11-30,EVR,DTZ,57368.0,7085,406451760,66
2018-11-30,EVR,MZT,15466.0,10440,161466190,86
2018-11-30,EVR,PRM,47516.0,10920,518870220,124
2018-11-30,EVR,REG,44945.0,19080,857553960,195
2018-11-30,EVR,SUG,18979.0,807,15315796,16
2018-11-30,EVR,TRD,48311.0,2757,133194414,37
2018-11-30,SIB,DTL,0.0,0,0,0
2018-11-30,SIB,DTM,0.0,0,0,0
2018-11-30,SIB,DTZ,60382.0,3120,188391255,28
2018-11-30,SIB,MZT,16075.0,8490,136477395,75
2018-11-30,SIB,PRM,46662.0,4920,229578000,65
2018-11-30,SIB,REG,44345.0,14280,633253620,132
2018-11-30,SIB,SUG,17361.0,1763,30607980,26
2018-11-30,SIB,TRD,52337.0,1550,81122875,14
2018-12-03,DAL,DTL,0.0,0,0,0
2018-12-03,DAL,DTM,0.0,0,0,0
2018-12-03,DAL,DTZ,62987.0,2340,147389255,23
2018-12-03,DAL,MZT,17612.0,4225,74410700,35
2018-12-03,DAL,PRM,46989.0,1560,73303380,18
2018-12-03,DAL,REG,44618.0,2940,131175720,33
2018-12-03,DAL,TRD,53697.0,1820,97729190,18
2018-12-03,EVR,DTL,0.0,0,0,0
2018-12-03,EVR,DTM,46810.0,14250,667036230,137
2018-12-03,EVR,DTZ,57267.0,7930,454130690,66
2018-12-03,EVR,MZT,15384.0,7225,111146490,53
2018-12-03,EVR,PRM,46878.0,13140,615976860,148
2018-12-03,EVR,REG,44548.0,19680,876696060,221
2018-12-03,EVR,SUG,19191.0,1099,21090792,24
2018-12-03,EVR,TRD,48157.0,2642,127231133,30
2018-12-03,SIB,DTL,0.0,0,0,0
2018-12-03,SIB,DTM,0.0,0,0,0
2018-12-03,SIB,DTZ,60790.0,3640,221274495,35
2018-12-03,SIB,MZT,16038.0,6835,109621980,54
2018-12-03,SIB,PRM,46071.0,4200,193498560,49
2018-12-03,SIB,REG,43883.0,13260,581890320,138
2018-12-03,SIB,SUG,17684.0,1352,23909032,26
2018-12-03,SIB,TRD,52969.0,2070,109645315,22
2018-12-04,DAL,DTL,0.0,0,0,0
2018-12-04,DAL,DTM,0.0,0,0,0
2018-12-04,DAL,DTZ,62748.0,2405,150908745,24
2018-12-04,DAL,MZT,16776.0,2860,47979815,18
2018-12-04,DAL,PRM,46266.0,1440,66623460,20
2018-12-04,DAL,REG,43638.0,3720,162331500,39
2018-12-04,DAL,TRD,52794.0,2210,116675000,18
2018-12-04,EVR,DTL,0.0,0,0,0
2018-12-04,EVR,DTM,45824.0,14450,662155365,132
2018-12-04,EVR,DTZ,57290.0,7865,450589165,63
2018-12-04,EVR,MZT,15385.0,8930,137385785,59
2018-12-04,EVR,PRM,45675.0,13320,608394180,144
2018-12-04,EVR,REG,43690.0,27060,1182254760,308
2018-12-04,EVR,SUG,18937.0,803,15206700,19
2018-12-04,EVR,TRD,48238.0,3662,176647828,33
2018-12-04,SIB,DTL,0.0,0,0,0
2018-12-04,SIB,DTM,0.0,0,0,0
2018-12-04,SIB,DTZ,60821.0,3510,213480995,35
2018-12-04,SIB,MZT,15274.0,5290,80796980,32
2018-12-04,SIB,PRM,44779.0,7980,357339000,93
2018-12-04,SIB,REG,42950.0,19980,858145860,213
2018-12-04,SIB,SUG,17216.0,1520,26168552,29
2018-12-04,SIB,TRD,52452.0,2335,122475500,20
2018-12-05,DAL,DTL,0.0,0,0,0
2018-12-05,DAL,DTM,0.0,0,0,0
2018-12-05,DAL,DTZ,62515.0,2340,146284255,22
2018-12-05,DAL,MZT,17587.0,3770,66302925,32
2018-12-05,DAL,PRM,45690.0,1560,71275860,18
2018-12-05,DAL,REG,43091.0,3660,157713600,38
2018-12-05,DAL,TRD,51421.0,1365,70190250,15
2018-12-05,EVR,DTL,46327.0,8700,403048600,34
2018-12-05,EVR,DTM,45330.0,14790,670431295,133
2018-12-05,EVR,DTZ,57334.0,6760,387578555,65
2018-12-05,EVR,MZT,15147.0,4695,71116340,44
2018-12-05,EVR,PRM,44975.0,8160,366995520,84
2018-12-05,EVR,REG,42154.0,26040,1097693160,259
2018-12-05,EVR,SUG,17598.0,865,15222580,18
2018-12-05,EVR,TRD,48213.0,3392,163538468,26
2018-12-05,SIB,DTL,45983.0,6800,312684190,37
2018-12-05,SIB,DTM,0.0,0,0,0
2018-12-05,SIB,DTZ,60645.0,3510,212863690,31
2018-12-05,SIB,MZT,16145.0,5085,82098675,37
2018-12-05,SIB,PRM,43407.0,3840,166683180,40
2018-12-05,SIB,REG,41626.0,19380,806714100,180
2018-12-05,SIB,SUG,16352.0,1617,26440872,30
2018-12-05,SIB,TRD,51052.0,1610,82193180,18
2018-12-06,DAL,DTL,0.0,0,0,0
2018-12-06,DAL,DTM,0.0,0,0,0
2018-12-06,DAL,DTZ,62922.0,2340,147238195,21
2018-12-06,DAL,MZT,18353.0,1495,27437280,18
2018-12-06,DAL,PRM,45373.0,1500,68059320,18
2018-12-06,DAL,REG,43827.0,4740,207739080,52
2018-12-06,DAL,TRD,51590.0,1300,67067000,17
2018-12-06,EVR,DTL,46640.0,9600,447739700,38
2018-12-06,EVR,DTM,45478.0,12275,558245085,105
2018-12-06,EVR,DTZ,57923.0,8710,504508420,80
2018-12-06,EVR,MZT,15211.0,5380,81837370,44
2018-12-06,EVR,PRM,44943.0,12360,555493740,123
2018-12-06,EVR,REG,42674.0,26775,1142594960,228
2018-12-06,EVR,SUG,16848.0,947,15954860,19
2018-12-06,EVR,TRD,47782.0,3223,154000237,31
2018-12-06,SIB,DTL,46109.0,7370,339819935,29
2018-12-06,SIB,DTM,0.0,0,0,0
2018-12-06,SIB,DTZ,61130.0,3380,206619985,30
2018-12-06,SIB,MZT,16450.0,2130,35038280,21
2018-12-06,SIB,PRM,43740.0,4080,178459020,46
2018-12-06,SIB,REG,42226.0,19035,803769680,123
2018-12-06,SIB,SUG,15977.0,1339,21393300,22
2018-12-06,SIB,TRD,51126.0,1485,75921750,19
2018-12-07,DAL,DTL,0.0,0,0,0
2018-12-07,DAL,DTM,0.0,0,0,0
2018-12-07,DAL,DTZ,62730.0,2340,146788720,22
2018-12-07,DAL,MZT,16219.0,4355,70635825,30
2018-12-07,DAL,PRM,46273.0,1980,91620120,22
2018-12-07,DAL,REG,45398.0,4860,220632660,47
2018-12-07,DAL,TRD,51540.0,1365,70352165,16
2018-12-07,EVR,DTL,46397.0,10100,468613400,35
2018-12-07,EVR,DTM,45526.0,13380,609131825,123
2018-12-07,EVR,DTZ,58020.0,8190,475184710,84
2018-12-07,EVR,MZT,13800.0,5650,77970760,59
2018-12-07,EVR,PRM,45061.0,13080,589393860,139
2018-12-07,EVR,REG,44079.0,20580,907145820,207
2018-12-07,EVR,SUG,16296.0,1417,23090880,25
2018-12-07,EVR,TRD,47937.0,3924,188104636,30
2018-12-07,SIB,DTL,46122.0,9000,415098540,34
2018-12-07,SIB,DTM,0.0,0,0,0
2018-12-07,SIB,DTZ,60776.0,3575,217275240,35
2018-12-07,SIB,MZT,14910.0,6040,90053935,46
2018-12-07,SIB,PRM,44359.0,6060,268815960,61
2018-12-07,SIB,REG,43687.0,18300,799480200,136
2018-12-07,SIB,SUG,15677.0,2156,33798728,37
2018-12-07,SIB,TRD,51095.0,1550,79197415,18
2018-12-10,DAL,DTL,0.0,0,0,0
2018-12-10,DAL,DTM,0.0,0,0,0
2018-12-10,DAL,DTZ,62014.0,2340,145113020,23
2018-12-10,DAL,MZT,16389.0,4225,69244435,34
2018-12-10,DAL,PRM,45794.0,1620,74185800,16
2018-12-10,DAL,REG,44024.0,4380,192826740,49
2018-12-10,DAL,TRD,52008.0,1365,70990985,13
2018-12-10,EVR,DTL,0.0,0,0,0
2018-12-10,EVR,DTM,45801.0,10330,473127610,97
2018-12-10,EVR,DTZ,57458.0,7215,414555895,63
2018-12-10,EVR,MZT,14224.0,6130,87192010,56
2018-12-10,EVR,PRM,44124.0,12180,537427500,141
2018-12-10,EVR,REG,42960.0,26530,1139715900,280
2018-12-10,EVR,SUG,16423.0,1341,22023668,24
2018-12-10,EVR,TRD,48161.0,3530,170009515,34
2018-12-10,SIB,DTL,0.0,0,0,0
2018-12-10,SIB,DTM,0.0,0,0,0
2018-12-10,SIB,DTZ,60190.0,3770,226916625,35
2018-12-10,SIB,MZT,15796.0,5155,81430735,41
2018-12-10,SIB,PRM,43592.0,6360,277243920,70
2018-12-10,SIB,REG,42410.0,13030,552599400,129
2018-12-10,SIB,SUG,15176.0,1890,28682968,33
2018-12-10,SIB,TRD,51506.0,1550,79834295,16
2018-12-11,DAL,DTL,0.0,0,0,0
2018-12-11,DAL,DTM,0.0,0,0,0
2018-12-11,DAL,DTZ,60979.0,2340,142691900,22
2018-12-11,DAL,MZT,17489.0,3250,56838080,37
2018-12-11,DAL,PRM,44685.0,2040,91157940,22
2018-12-11,DAL,REG,42782.0,4740,202788480,45
2018-12-11,DAL,TRD,52612.0,1495,78654355,23
2018-12-11,EVR,DTL,0.0,0,0,0
2018-12-11,EVR,DTM,45427.0,9950,452003540,95
2018-12-11,EVR,DTZ,57483.0,5070,291438745,50
2018-12-11,EVR,MZT,13132.0,5410,71046535,58
2018-12-11,EVR,PRM,42917.0,12060,517584180,136
2018-12-11,EVR,REG,41704.0,30620,1276982900,315
2018-12-11,EVR,SUG,16139.0,1082,17462632,26
2018-12-11,EVR,TRD,48356.0,4607,222776413,42
2018-12-11,SIB,DTL,0.0,0,0,0
2018-12-11,SIB,DTM,0.0,0,0,0
2018-12-11,SIB,DTZ,60048.0,3315,199057950,32
2018-12-11,SIB,MZT,14871.0,5410,80450800,54
2018-12-11,SIB,PRM,42473.0,5940,252289440,67
2018-12-11,SIB,REG,41357.0,17180,710506700,145
2018-12-11,SIB,SUG,15022.0,1818,27310032,34
2018-12-11,SIB,TRD,52102.0,1680,87531230,26
2018-12-12,DAL,DTL,0.0,0,0,0
2018-12-12,DAL,DTM,0.0,0,0,0
2018-12-12,DAL,DTZ,60658.0,2925,177423675,28
2018-12-12,DAL,MZT,17565.0,4810,84488560,58
2018-12-12,DAL,PRM,44113.0,2040,89989620,26
2018-12-12,DAL,REG,42340.0,5760,243881220,70
2018-12-12,DAL,TRD,52265.0,1105,57753020,13
2018-12-12,EVR,DTL,0.0,0,0,0
2018-12-12,EVR,DTM,45246.0,11100,502233405,102
2018-12-12,EVR,DTZ,56055.0,5395,302415035,49
2018-12-12,EVR,MZT,12758.0,3635,46373985,40
2018-12-12,EVR,PRM,41519.0,14160,587911560,156
2018-12-12,EVR,REG,40682.0,31810,1294099780,312
2018-12-12,EVR,SUG,16080.0,1419,22816900,34
2018-12-12,EVR,TRD,47226.0,2508,118442980,28
2018-12-12,SIB,DTL,0.0,0,0,0
2018-12-12,SIB,DTM,44362.0,2470,109573490,25
2018-12-12,SIB,DTZ,58947.0,4615,272038520,40
2018-12-12,SIB,MZT,16181.0,6430,104044390,72
2018-12-12,SIB,PRM,41265.0,8460,349104840,97
2018-12-12,SIB,REG,40541.0,16870,683932540,162
2018-12-12,SIB,SUG,15018.0,2010,30186952,44
2018-12-12,SIB,TRD,51424.0,1295,66594645,16
2018-12-13,DAL,DTL,0.0,0,0,0
2018-12-13,DAL,DTM,0.0,0,0,0
2018-12-13,DAL,DTZ,59933.0,3120,186992130,26
2018-12-13,DAL,MZT,16720.0,2340,39124345,31
2018-12-13,DAL,PRM,43016.0,2100,90334380,27
2018-12-13,DAL,REG,41763.0,6720,280644960,84
2018-12-13,DAL,TRD,51501.0,1105,56908670,14
2018-12-13,EVR,DTL,0.0,0,0,0
2018-12-13,EVR,DTM,44905.0,13810,620136045,141
2018-12-13,EVR,DTZ,56134.0,7215,405010125,67
2018-12-13,EVR,MZT,12649.0,6840,86517470,67
2018-12-13,EVR,PRM,41057.0,14760,606004740,166
2018-12-13,EVR,REG,40542.0,34980,1418175340,358
2018-12-13,EVR,SUG,15520.0,1226,19027800,27
2018-12-13,EVR,TRD,46965.0,2573,120839784,24
2018-12-13,SIB,DTL,0.0,0,0,0
2018-12-13,SIB,DTM,44581.0,3315,147786210,39
2018-12-13,SIB,DTZ,58187.0,5265,306355010,47
2018-12-13,SIB,MZT,14280.0,4110,58689540,46
2018-12-13,SIB,PRM,40560.0,10140,411275100,127
2018-12-13,SIB,REG,40177.0,17175,690037380,163
2018-12-13,SIB,SUG,14771.0,2001,29556100,40
2018-12-13,SIB,TRD,50691.0,1480,75022210,19
2018-12-14,DAL,DTL,0.0,0,0,0
2018-12-14,DAL,DTM,0.0,0,0,0
2018-12-14,DAL,DTZ,59637.0,2730,162807645,25
2018-12-14,DAL,MZT,16993.0,2080,35345505,27
2018-12-14,DAL,PRM,44617.0,780,34801260,13
2018-12-14,DAL,REG,40227.0,6780,272738520,62
2018-12-14,DAL,TRD,52047.0,1820,94724890,17
2018-12-14,EVR,DTL,0.0,0,0,0
2018-12-14,EVR,DTM,44430.0,13925,618690655,129
2018-12-14,EVR,DTZ,55445.0,7410,410850310,74
2018-12-14,EVR,MZT,12833.0,6060,77767060,59
2018-12-14,EVR,PRM,40292.0,12780,514937160,149
2018-12-14,EVR,REG,40391.0,29120,1176195300,277
2018-12-14,EVR,SUG,15130.0,1018,15402200,19
2018-12-14,EVR,TRD,46726.0,3998,186809339,35
2018-12-14,SIB,DTL,0.0,0,0,0
2018-12-14,SIB,DTM,44287.0,2925,129539540,27
2018-12-14,SIB,DTZ,57740.0,4485,258963510,43
2018-12-14,SIB,MZT,15096.0,3200,48307825,36
2018-12-14,SIB,PRM,39728.0,8520,338480160,105
2018-12-14,SIB,REG,39311.0,12980,510251100,119
2018-12-14,SIB,SUG,14183.0,1663,23587116,31
2018-12-14,SIB,TRD,49839.0,1680,83729950,19
2018-12-17,DAL,DTL,0.0,0,0,0
2018-12-17,DAL,DTM,0.0,0,0,0
2018-12-17,DAL,DTZ,59291.0,2925,173427410,27
2018-12-17,DAL,MZT,16283.0,1690,27517815,18
2018-12-17,DAL,PRM,43216.0,780,33708780,9
2018-12-17,DAL,REG,40224.0,3660,147218280,38
2018-12-17,DAL,TRD,50621.0,1625,82259710,14
2018-12-17,EVR,DTL,0.0,0,0,0
2018-12-17,EVR,DTM,44180.0,15340,677728155,136
2018-12-17,EVR,DTZ,55848.0,7865,439248290,71
2018-12-17,EVR,MZT,13041.0,4985,65008525,43
2018-12-17,EVR,PRM,40312.0,16140,650629380,182
2018-12-17,EVR,REG,40204.0,30200,1214172840,302
2018-12-17,EVR,SUG,14038.0,1524,21393908,21
2018-12-17,EVR,TRD,45822.0,3813,174720844,35
2018-12-17,SIB,DTL,0.0,0,0,0
2018-12-17,SIB,DTM,43634.0,2925,127630360,24
2018-12-17,SIB,DTZ,57568.0,4615,265678335,38
2018-12-17,SIB,MZT,13866.0,3425,47491415,31
2018-12-17,SIB,PRM,39507.0,9960,393488640,113
2018-12-17,SIB,REG,39209.0,12380,485409900,107
2018-12-17,SIB,SUG,14036.0,1688,23691982,30
2018-12-17,SIB,TRD,49646.0,1680,83404460,17
2018-12-18,DAL,DTL,0.0,0,0,0
2018-12-18,DAL,DTM,0.0,0,0,0
2018-12-18,DAL,DTZ,58663.0,2990,175402760,27
2018-12-18,DAL,MZT,17139.0,1560,26736775,19
2018-12-18,DAL,PRM,41775.0,1440,60156480,15
2018-12-18,DAL,REG,40572.0,7740,314030700,70
2018-12-18,DAL,TRD,50158.0,1885,94548480,17
2018-12-18,EVR,DTL,0.0,0,0,0
2018-12-18,EVR,DTM,44204.0,13710,606030550,124
2018-12-18,EVR,DTZ,55556.0,6955,386392695,68
2018-12-18,EVR,MZT,12865.0,6065,78024010,53
2018-12-18,EVR,PRM,39990.0,15960,638240580,178
2018-12-18,EVR,REG,39893.0,37520,1496788440,362
2018-12-18,EVR,SUG,14764.0,1310,19340550,24
2018-12-18,EVR,TRD,44718.0,3175,141978940,35
2018-12-18,SIB,DTL,0.0,0,0,0
2018-12-18,SIB,DTM,43427.0,2925,127024040,24
2018-12-18,SIB,DTZ,57434.0,4810,276257410,44
2018-12-18,SIB,MZT,13900.0,3725,51777010,32
2018-12-18,SIB,PRM,39443.0,11700,461484360,134
2018-12-18,SIB,REG,39108.0,14240,556893420,133
2018-12-18,SIB,SUG,14120.0,1663,23480962,25
2018-12-18,SIB,TRD,48878.0,1810,88468605,18
2018-12-19,DAL,DTL,0.0,0,0,0
2018-12-19,DAL,DTM,0.0,0,0,0
2018-12-19,DAL,DTZ,58298.0,2860,166732735,29
2018-12-19,DAL,MZT,16628.0,1950,32424925,21
2018-12-19,DAL,PRM,41046.0,2460,100972020,24
2018-12-19,DAL,REG,40300.0,5520,222454740,57
2018-12-19,DAL,TRD,49582.0,1625,80570815,17
2018-12-19,EVR,DTL,0.0,0,0,0
2018-12-19,EVR,DTM,43724.0,15755,688868540,150
2018-12-19,EVR,DTZ,54967.0,10855,596672115,79
2018-12-19,EVR,MZT,13071.0,4070,53200485,39
2018-12-19,EVR,PRM,39081.0,16985,663792960,180
2018-12-19,EVR,REG,38714.0,32125,1243686060,318
2018-12-19,EVR,SUG,15919.0,971,15457376,21
2018-12-19,EVR,TRD,44868.0,3553,159414983,33
2018-12-19,SIB,DTL,0.0,0,0,0
2018-12-19,SIB,DTM,43117.0,3445,148536440,37
2018-12-19,SIB,DTZ,56233.0,5590,314341820,50
2018-12-19,SIB,MZT,14267.0,3030,43229680,28
2018-12-19,SIB,PRM,38715.0,11465,443866740,120
2018-12-19,SIB,REG,38536.0,16705,643749720,137
2018-12-19,SIB,SUG,14693.0,1688,24802598,27
2018-12-19,SIB,TRD,47459.0,1420,67392065,15
2018-12-20,DAL,DTL,0.0,0,0,0
2018-12-20,DAL,DTM,0.0,0,0,0
2018-12-20,DAL,DTZ,56678.0,2080,117890565,23
2018-12-20,DAL,MZT,16599.0,4095,67971930,46
2018-12-20,DAL,PRM,40017.0,2400,96041580,30
2018-12-20,DAL,REG,39202.0,7080,277552320,72
2018-12-20,DAL,TRD,49699.0,2210,109835375,22
2018-12-20,EVR,DTL,44459.0,3400,151160700,22
2018-12-20,EVR,DTM,43194.0,20105,868416940,166
2018-12-20,EVR,DTZ,54416.0,14235,774606625,98
2018-12-20,EVR,MZT,12594.0,4135,52076365,35
2018-12-20,EVR,PRM,38376.0,17460,670052460,189
2018-12-20,EVR,REG,37753.0,35710,1348164580,319
2018-12-20,EVR,SUG,16502.0,1574,25974638,31
2018-12-20,EVR,TRD,44655.0,3175,141778925,24
2018-12-20,SIB,DTL,44739.0,2770,123928040,14
2018-12-20,SIB,DTM,42454.0,3705,157292395,34
2018-12-20,SIB,DTZ,54536.0,6110,333217430,62
2018-12-20,SIB,MZT,15602.0,4915,76686275,55
2018-12-20,SIB,PRM,37866.0,10560,399868200,121
2018-12-20,SIB,REG,37280.0,18670,696020860,171
2018-12-20,SIB,SUG,15507.0,1933,29974718,37
2018-12-20,SIB,TRD,46800.0,1680,78624325,15
2018-12-21,DAL,DTL,0.0,0,0,0
2018-12-21,DAL,DTM,0.0,0,0,0
2018-12-21,DAL,DTZ,57679.0,3510,202454070,43
2018-12-21,DAL,MZT,17171.0,2855,49022120,36
2018-12-21,DAL,PRM,40318.0,2940,118535880,30
2018-12-21,DAL,REG,39208.0,7740,303471720,78
2018-12-21,DAL,TRD,49702.0,2795,138916375,32
2018-12-21,EVR,DTL,0.0,0,0,0
2018-12-21,EVR,DTM,44051.0,19880,875740060,179
2018-12-21,EVR,DTZ,54925.0,15535,853256560,106
2018-12-21,EVR,MZT,12436.0,3775,46946255,38
2018-12-21,EVR,PRM,39384.0,19500,767993760,192
2018-12-21,EVR,REG,39169.0,39265,1537958470,333
2018-12-21,EVR,SUG,16449.0,1196,19672770,22
2018-12-21,EVR,TRD,45151.0,4341,195999881,33
2018-12-21,SIB,DTL,0.0,0,0,0
2018-12-21,SIB,DTM,43167.0,5135,221664560,42
2018-12-21,SIB,DTZ,56436.0,6565,370501495,68
2018-12-21,SIB,MZT,14961.0,4165,62313425,45
2018-12-21,SIB,PRM,38688.0,12660,489792480,123
2018-12-21,SIB,REG,38442.0,18910,726935980,163
2018-12-21,SIB,SUG,15535.0,1965,30526154,29
2018-12-21,SIB,TRD,46878.0,1810,84849125,19
2018-12-24,DAL,DTL,0.0,0,0,0
2018-12-24,DAL,DTM,0.0,0,0,0
2018-12-24,DAL,DTZ,57575.0,3315,190860410,26
2018-12-24,DAL,MZT,16594.0,4290,71188260,46
2018-12-24,DAL,PRM,39428.0,2940,115918980,34
2018-12-24,DAL,REG,39020.0,5460,213051180,62
2018-12-24,DAL,TRD,49702.0,0,0,0
2018-12-24,EVR,DTL,44645.0,1500,66968100,10
2018-12-24,EVR,DTM,43986.0,16495,725547020,164
2018-12-24,EVR,DTZ,55073.0,12415,683736430,81
2018-12-24,EVR,MZT,11608.0,6470,75102660,48
2018-12-24,EVR,PRM,38684.0,17220,666144840,185
2018-12-24,EVR,REG,38742.0,35175,1362754860,338
2018-12-24,EVR,SUG,15752.0,1332,20981204,27
2018-12-24,EVR,TRD,45826.0,5447,249612407,41
2018-12-24,SIB,DTL,45459.0,1970,89553865,16
2018-12-24,SIB,DTM,43769.0,3250,142249380,28
2018-12-24,SIB,DTZ,56823.0,5850,332416305,47
2018-12-24,SIB,MZT,13787.0,7835,108022235,68
2018-12-24,SIB,PRM,37941.0,12060,457572240,137
2018-12-24,SIB,REG,37891.0,12315,466630920,126
2018-12-24,SIB,SUG,14738.0,1723,25394208,35
2018-12-24,SIB,TRD,47168.0,3110,146693755,24
2019-01-09,DAL,DTL,0.0,0,0,0
2019-01-09,DAL,DTM,0.0,0,0,0
2019-01-09,DAL,DTZ,57694.0,2860,165005555,28
2019-01-09,DAL,MZT,14367.0,2795,40157000,22
2019-01-09,DAL,PRM,41073.0,1560,64074000,19
2019-01-09,DAL,REG,40053.0,4680,187447260,48
2019-01-09,DAL,TRD,48645.0,1365,66399905,19
2019-01-09,EVR,DTL,45400.0,1500,68099700,12
2019-01-09,EVR,DTM,44655.0,12380,552825480,108
2019-01-09,EVR,DTZ,54484.0,5720,311650430,43
2019-01-09,EVR,MZT,12288.0,4965,61008420,48
2019-01-09,EVR,PRM,40957.0,8040,329290440,72
2019-01-09,EVR,REG,40276.0,15440,621864880,139
2019-01-09,EVR,SUG,15488.0,652,10098150,15
2019-01-09,EVR,TRD,45148.0,3609,162938490,41
2019-01-09,SIB,DTL,45689.0,2500,114223705,21
2019-01-09,SIB,DTM,44181.0,2210,97639165,20
2019-01-09,SIB,DTZ,56698.0,4160,235862250,40
2019-01-09,SIB,MZT,13346.0,4120,54986495,32
2019-01-09,SIB,PRM,39899.0,2940,117302340,29
2019-01-09,SIB,REG,38998.0,11900,464076880,100
2019-01-09,SIB,SUG,13997.0,1642,22983500,31
2019-01-09,SIB,TRD,47956.0,1550,74331305,23
2019-01-10,DAL,DTL,0.0,0,0,0
2019-01-10,DAL,DTM,0.0,0,0,0
2019-01-10,DAL,DTZ,57474.0,2600,149431360,24
2019-01-10,DAL,MZT,15906.0,2470,39288405,24
2019-01-10,DAL,PRM,42400.0,1560,66143520,19
2019-01-10,DAL,REG,41541.0,5760,239273700,67
2019-01-10,DAL,TRD,49862.0,1300,64820795,19
2019-01-10,EVR,DTL,47065.0,1600,75304400,14
2019-01-10,EVR,DTM,45578.0,12130,552863150,102
2019-01-10,EVR,DTZ,54110.0,8710,471298035,58
2019-01-10,EVR,MZT,12665.0,3975,50344585,33
2019-01-10,EVR,PRM,42080.0,6360,267628140,51
2019-01-10,EVR,REG,41561.0,15985,664357290,138
2019-01-10,EVR,SUG,15638.0,714,11165750,20
2019-01-10,EVR,TRD,44870.0,4536,203532565,39
2019-01-10,SIB,DTL,46785.0,2035,95206760,16
2019-01-10,SIB,DTM,45607.0,2275,103756510,20
2019-01-10,SIB,DTZ,55940.0,5070,283615605,46
2019-01-10,SIB,MZT,14145.0,3260,46113800,27
2019-01-10,SIB,PRM,41312.0,2520,104107260,22
2019-01-10,SIB,REG,40457.0,10140,410239020,93
2019-01-10,SIB,SUG,13285.0,2174,28880950,47
2019-01-10,SIB,TRD,48750.0,1485,72393275,23
2019-01-11,DAL,DTL,0.0,0,0,0
2019-01-11,DAL,DTM,0.0,0,0,0
2019-01-11,DAL,DTZ,57781.0,2925,169009555,27
2019-01-11,DAL,MZT,16028.0,910,14585805,11
2019-01-11,DAL,PRM,44091.0,1440,63491460,19
2019-01-11,DAL,REG,42852.0,6000,257109180,64
2019-01-11,DAL,TRD,50215.0,2860,143614250,21
2019-01-11,EVR,DTL,46480.0,2700,125496700,18
2019-01-11,EVR,DTM,46559.0,11945,556143655,114
2019-01-11,EVR,DTZ,53779.0,10985,590757570,73
2019-01-11,EVR,MZT,13526.0,6295,85145670,50
2019-01-11,EVR,PRM,44226.0,2160,95527800,25
2019-01-11,EVR,REG,43086.0,12870,554520210,114
2019-01-11,EVR,SUG,15869.0,1200,19043100,38
2019-01-11,EVR,TRD,45826.0,4250,194762320,43
2019-01-11,SIB,DTL,0.0,0,0,0
2019-01-11,SIB,DTM,46098.0,2210,101877490,24
2019-01-11,SIB,DTZ,56515.0,4550,257145395,41
2019-01-11,SIB,MZT,13462.0,2070,27865655,18
2019-01-11,SIB,PRM,43361.0,1860,80650980,23
2019-01-11,SIB,REG,41890.0,11040,462466920,90
2019-01-11,SIB,SUG,13829.0,1878,25969930,39
2019-01-11,SIB,TRD,49665.0,3045,151230500,23
2019-01-14,DAL,DTL,0.0,0,0,0
2019-01-14,DAL,DTM,0.0,0,0,0
2019-01-14,DAL,DTZ,56445.0,2795,157762865,27
2019-01-14,DAL,MZT,16756.0,2210,37029720,32
