index_date,index_place,index_product,index_value,base_volume,base_amount,base_trades
2018-04-06,EVR,DTL,43492.0,12035,523437055,98
2018-04-06,EVR,DTM,0.0,0,0,0
2018-04-06,EVR,DTZ,0.0,0,0,0
2018-04-06,EVR,MZT,11942.0,4685,55950610,50
2018-04-06,EVR,PRM,46536.0,5400,251299020,54
2018-04-06,EVR,REG,44539.0,7745,344955300,74
2018-04-06,EVR,SUG,19583.0,602,11789300,12
2018-04-06,EVR,TRD,39187.0,2497,97850630,14
2018-04-06,SIB,DTL,43868.0,7370,323312105,62
2018-04-06,SIB,DTM,0.0,0,0,0
2018-04-06,SIB,DTZ,0.0,0,0,0
2018-04-06,SIB,MZT,11398.0,4555,51921390,28
2018-04-06,SIB,PRM,45175.0,2460,111132540,26
2018-04-06,SIB,REG,43434.0,5825,253005900,62
2018-04-06,SIB,SUG,18395.0,1393,25625260,23
2018-04-06,SIB,TRD,40251.0,1295,52126125,12
2018-04-09,DAL,DTL,46010.0,3445,158507635,29
2018-04-09,DAL,DTM,0.0,0,0,0
2018-04-09,DAL,DTZ,0.0,0,0,0
2018-04-09,DAL,MZT,13101.0,1365,17884165,15
2018-04-09,DAL,PRM,45456.0,1140,51820800,16
2018-04-09,DAL,REG,43880.0,3660,160603860,40
2018-04-09,DAL,TRD,41620.0,1430,59517705,17
2018-04-09,EVR,DTL,43509.0,11810,513850750,81
2018-04-09,EVR,DTM,0.0,0,0,0
2018-04-09,EVR,DTZ,0.0,0,0,0
2018-04-09,EVR,MZT,12167.0,4345,52865750,39
2018-04-09,EVR,PRM,46602.0,5945,277049480,53
2018-04-09,EVR,REG,44613.0,7990,356462590,79
2018-04-09,EVR,SUG,19855.0,671,13322900,11
2018-04-09,EVR,TRD,38927.0,1523,59285910,14
2018-04-09,SIB,DTL,44142.0,7485,330406155,54
2018-04-09,SIB,DTM,0.0,0,0,0
2018-04-09,SIB,DTZ,0.0,0,0,0
2018-04-09,SIB,MZT,11612.0,2655,30832115,23
2018-04-09,SIB,PRM,45370.0,2645,120005540,31
2018-04-09,SIB,REG,43477.0,5950,258693670,64
2018-04-09,SIB,SUG,18113.0,1778,32206476,25
2018-04-09,SIB,TRD,40424.0,1295,52349205,16
2018-04-10,DAL,DTL,46023.0,3315,152567480,26
2018-04-10,DAL,DTM,0.0,0,0,0
2018-04-10,DAL,DTZ,0.0,0,0,0
2018-04-10,DAL,MZT,13441.0,1560,20968415,17
2018-04-10,DAL,PRM,45671.0,1020,46584840,12
2018-04-10,DAL,REG,43811.0,3660,160351200,41
2018-04-10,DAL,TRD,42269.0,1430,60445125,19
2018-04-10,EVR,DTL,43745.0,10580,462822720,79
2018-04-10,EVR,DTM,0.0,0,0,0
2018-04-10,EVR,DTZ,0.0,0,0,0
2018-04-10,EVR,MZT,12153.0,5955,72375855,53
2018-04-10,EVR,PRM,46966.0,5890,276633340,56
2018-04-10,EVR,REG,45120.0,9050,408344820,83
2018-04-10,EVR,SUG,20133.0,762,15341590,16
2018-04-10,EVR,TRD,38991.0,1399,54548436,15
2018-04-10,SIB,DTL,44399.0,7260,322336930,50
2018-04-10,SIB,DTM,0.0,0,0,0
2018-04-10,SIB,DTZ,0.0,0,0,0
2018-04-10,SIB,MZT,11575.0,4200,48618420,36
2018-04-10,SIB,PRM,45721.0,2530,115674580,28
2018-04-10,SIB,REG,43832.0,6650,291487260,69
2018-04-10,SIB,SUG,18802.0,1266,23803396,20
2018-04-10,SIB,TRD,40825.0,1165,47561565,17
2018-04-11,DAL,DTL,45923.0,3445,158205905,33
2018-04-11,DAL,DTM,0.0,0,0,0
2018-04-11,DAL,DTZ,0.0,0,0,0
2018-04-11,DAL,MZT,14476.0,1170,16937440,14
2018-04-11,DAL,PRM,45542.0,1020,46453620,12
2018-04-11,DAL,REG,43945.0,3660,160841580,45
2018-04-11,DAL,TRD,42465.0,1430,60725535,17
2018-04-11,EVR,DTL,44103.0,9845,434199360,84
2018-04-11,EVR,DTM,0.0,0,0,0
2018-04-11,EVR,DTZ,0.0,0,0,0
2018-04-11,EVR,MZT,12485.0,5720,71414265,58
2018-04-11,EVR,PRM,47385.0,7445,352787140,67
2018-04-11,EVR,REG,45711.0,9980,456202080,89
2018-04-11,EVR,SUG,20893.0,723,15106226,13
2018-04-11,EVR,TRD,39417.0,1399,55144508,15
2018-04-11,SIB,DTL,44486.0,6790,302061575,59
2018-04-11,SIB,DTM,0.0,0,0,0
2018-04-11,SIB,DTZ,0.0,0,0,0
2018-04-11,SIB,MZT,11349.0,2860,32458465,37
2018-04-11,SIB,PRM,45957.0,2525,116041780,27
2018-04-11,SIB,REG,44105.0,6080,268158720,61
2018-04-11,SIB,SUG,19574.0,1506,29479578,19
2018-04-11,SIB,TRD,41051.0,1165,47825350,17
2018-04-12,DAL,DTL,45638.0,3415,155853805,29
2018-04-12,DAL,DTM,0.0,0,0,0
2018-04-12,DAL,DTZ,0.0,0,0,0
2018-04-12,DAL,MZT,14076.0,780,10979735,10
2018-04-12,DAL,PRM,45720.0,1020,46634700,11
2018-04-12,DAL,REG,44012.0,3600,158445300,38
2018-04-12,DAL,TRD,42749.0,1430,61131525,16
2018-04-12,EVR,DTL,44066.0,10070,443744950,91
2018-04-12,EVR,DTM,0.0,0,0,0
2018-04-12,EVR,DTZ,0.0,0,0,0
2018-04-12,EVR,MZT,13717.0,3400,46637935,37
2018-04-12,EVR,PRM,47490.0,6845,325072440,63
2018-04-12,EVR,REG,45815.0,9970,456777920,92
2018-04-12,EVR,SUG,20903.0,652,13628820,13
2018-04-12,EVR,TRD,39999.0,1525,60999750,17
2018-04-12,SIB,DTL,44248.0,6355,281200445,54
2018-04-12,SIB,DTM,0.0,0,0,0
2018-04-12,SIB,DTZ,0.0,0,0,0
2018-04-12,SIB,MZT,13134.0,1515,19898430,14
2018-04-12,SIB,PRM,46157.0,2645,122087880,28
2018-04-12,SIB,REG,44134.0,6070,267894440,60
2018-04-12,SIB,SUG,19693.0,1119,22036730,20
2018-04-12,SIB,TRD,41106.0,1165,47889290,15
2018-04-13,DAL,DTL,46098.0,3185,146824015,24
2018-04-13,DAL,DTM,0.0,0,0,0
2018-04-13,DAL,DTZ,0.0,0,0,0
2018-04-13,DAL,MZT,13663.0,1235,16874325,9
2018-04-13,DAL,PRM,45727.0,1020,46641540,11
2018-04-13,DAL,REG,43992.0,3600,158374560,44
2018-04-13,DAL,TRD,43085.0,1430,61612330,18
2018-04-13,EVR,DTL,44015.0,9580,421670765,88
2018-04-13,EVR,DTM,0.0,0,0,0
2018-04-13,EVR,DTZ,0.0,0,0,0
2018-04-13,EVR,MZT,13534.0,3075,41617270,29
2018-04-13,EVR,PRM,47635.0,6840,325827960,65
2018-04-13,EVR,REG,45989.0,9610,441957185,95
2018-04-13,EVR,SUG,21033.0,699,14702350,14
2018-04-13,EVR,TRD,40089.0,1596,63982982,19
2018-04-13,SIB,DTL,44422.0,6060,269202505,45
2018-04-13,SIB,DTM,0.0,0,0,0
2018-04-13,SIB,DTZ,0.0,0,0,0
2018-04-13,SIB,MZT,12745.0,2035,25936475,14
2018-04-13,SIB,PRM,46198.0,2460,113647920,25
2018-04-13,SIB,REG,44088.0,6130,270265025,65
2018-04-13,SIB,SUG,19830.0,1156,22924288,22
2018-04-13,SIB,TRD,41135.0,1165,47923155,17
2018-04-16,DAL,DTL,46453.0,3185,147953845,28
2018-04-16,DAL,DTM,0.0,0,0,0
2018-04-16,DAL,DTZ,0.0,0,0,0
2018-04-16,DAL,MZT,14705.0,585,8602750,6
2018-04-16,DAL,PRM,46040.0,1080,49723380,13
2018-04-16,DAL,REG,43990.0,3600,158364180,39
2018-04-16,DAL,TRD,43307.0,1430,61930375,17
2018-04-16,EVR,DTL,44198.0,10480,463199850,93
2018-04-16,EVR,DTM,0.0,0,0,0
2018-04-16,EVR,DTZ,0.0,0,0,0
2018-04-16,EVR,MZT,13638.0,2000,27276815,18
2018-04-16,EVR,PRM,47556.0,6720,319581300,64
2018-04-16,EVR,REG,45989.0,9850,452993400,96
2018-04-16,EVR,SUG,20941.0,586,12272004,12
2018-04-16,EVR,TRD,40089.0,0,0,0
2018-04-16,SIB,DTL,44595.0,5795,258433075,56
2018-04-16,SIB,DTM,0.0,0,0,0
2018-04-16,SIB,DTZ,0.0,0,0,0
2018-04-16,SIB,MZT,12470.0,830,10350750,7
2018-04-16,SIB,PRM,46039.0,2520,116018520,25
2018-04-16,SIB,REG,44066.0,6610,291281400,66
2018-04-16,SIB,SUG,19460.0,1019,19830342,20
2018-04-16,SIB,TRD,41299.0,1165,48114450,17
2018-04-17,DAL,DTL,46349.0,3120,144611740,32
2018-04-17,DAL,DTM,0.0,0,0,0
2018-04-17,DAL,DTZ,0.0,0,0,0
2018-04-17,DAL,MZT,14722.0,585,8612500,5
2018-04-17,DAL,PRM,45929.0,1140,52359300,15
2018-04-17,DAL,REG,43993.0,3120,137259300,33
2018-04-17,DAL,TRD,43068.0,1430,61587825,18
2018-04-17,EVR,DTL,44029.0,10015,440960020,94
2018-04-17,EVR,DTM,0.0,0,0,0
2018-04-17,EVR,DTZ,0.0,0,0,0
2018-04-17,EVR,MZT,13771.0,4100,56463380,26
2018-04-17,EVR,PRM,47593.0,6720,319827600,63
2018-04-17,EVR,REG,46165.0,9670,446417120,91
2018-04-17,EVR,SUG,20819.0,724,15073150,18
2018-04-17,EVR,TRD,40193.0,1470,59084430,14
2018-04-17,SIB,DTL,44523.0,6095,271371495,59
2018-04-17,SIB,DTM,0.0,0,0,0
2018-04-17,SIB,DTZ,0.0,0,0,0
2018-04-17,SIB,MZT,13358.0,1370,18301750,9
2018-04-17,SIB,PRM,45986.0,2520,115886700,25
2018-04-17,SIB,REG,44210.0,6010,265702160,51
2018-04-17,SIB,SUG,19608.0,1156,22667100,26
2018-04-17,SIB,TRD,40849.0,1360,55555075,19
2018-04-18,DAL,DTL,46046.0,2375,109359580,23
2018-04-18,DAL,DTM,0.0,0,0,0
2018-04-18,DAL,DTZ,0.0,0,0,0
2018-04-18,DAL,MZT,14861.0,585,8694010,7
2018-04-18,DAL,PRM,46144.0,1080,49836300,15
2018-04-18,DAL,REG,44183.0,2760,121945500,26
2018-04-18,DAL,TRD,43333.0,1430,61967100,12
2018-04-18,EVR,DTL,44118.0,8915,393316490,77
2018-04-18,EVR,DTM,0.0,0,0,0
2018-04-18,EVR,DTZ,0.0,0,0,0
2018-04-18,EVR,MZT,14069.0,2750,38690375,28
2018-04-18,EVR,PRM,47550.0,7560,359484300,71
2018-04-18,EVR,REG,46366.0,10020,464596920,92
2018-04-18,EVR,SUG,20742.0,712,14768575,17
2018-04-18,EVR,TRD,41028.0,1401,57481428,13
2018-04-18,SIB,DTL,44316.0,4985,220916735,48
2018-04-18,SIB,DTM,0.0,0,0,0
2018-04-18,SIB,DTZ,0.0,0,0,0
2018-04-18,SIB,MZT,13583.0,1190,16164885,9
2018-04-18,SIB,PRM,46343.0,3720,172396440,42
2018-04-18,SIB,REG,44686.0,6180,276161040,59
2018-04-18,SIB,SUG,19440.0,1169,22726509,25
2018-04-18,SIB,TRD,41269.0,1165,48079325,12
2018-04-19,DAL,DTL,46251.0,2340,108228835,18
2018-04-19,DAL,DTM,0.0,0,0,0
2018-04-19,DAL,DTZ,0.0,0,0,0
2018-04-19,DAL,MZT,14908.0,585,8721635,6
2018-04-19,DAL,PRM,46136.0,1140,52595940,14
2018-04-19,DAL,REG,44522.0,2760,122881680,30
2018-04-19,DAL,TRD,43754.0,1430,62568870,16
2018-04-19,EVR,DTL,44402.0,8915,395849090,79
2018-04-19,EVR,DTM,0.0,0,0,0
2018-04-19,EVR,DTZ,0.0,0,0,0
2018-04-19,EVR,MZT,14175.0,3725,52804605,27
2018-04-19,EVR,PRM,47712.0,7320,349257600,68
2018-04-19,EVR,REG,46547.0,11040,513883140,102
2018-04-19,EVR,SUG,21406.0,713,15263125,16
2018-04-19,EVR,TRD,41028.0,0,0,0
2018-04-19,SIB,DTL,44560.0,5015,223472080,37
2018-04-19,SIB,DTM,0.0,0,0,0
2018-04-19,SIB,DTZ,0.0,0,0,0
2018-04-19,SIB,MZT,13619.0,1190,16206875,9
2018-04-19,SIB,PRM,46397.0,3600,167029800,38
2018-04-19,SIB,REG,44893.0,6060,272052420,65
2018-04-19,SIB,SUG,19682.0,1036,20391067,16
2018-04-19,SIB,TRD,41618.0,1165,48485550,15
2018-04-20,DAL,DTL,46490.0,2475,115062995,22
2018-04-20,DAL,DTM,0.0,0,0,0
2018-04-20,DAL,DTZ,0.0,0,0,0
2018-04-20,DAL,MZT,13760.0,1170,16100240,10
2018-04-20,DAL,PRM,46589.0,1080,50317020,13
2018-04-20,DAL,REG,45012.0,2820,126936240,28
2018-04-20,DAL,TRD,44085.0,1430,63041680,13
2018-04-20,EVR,DTL,44906.0,9175,412018565,63
2018-04-20,EVR,DTM,0.0,0,0,0
2018-04-20,EVR,DTZ,0.0,0,0,0
2018-04-20,EVR,MZT,14220.0,3465,49274705,31
2018-04-20,EVR,PRM,47981.0,7260,348344580,61
2018-04-20,EVR,REG,47037.0,10525,495071270,86
2018-04-20,EVR,SUG,21292.0,783,16671650,16
2018-04-20,EVR,TRD,42116.0,1775,74757065,14
2018-04-20,SIB,DTL,44951.0,5150,231500625,39
2018-04-20,SIB,DTM,0.0,0,0,0
2018-04-20,SIB,DTZ,0.0,0,0,0
2018-04-20,SIB,MZT,13158.0,1775,23356345,12
2018-04-20,SIB,PRM,46806.0,3660,171310980,33
2018-04-20,SIB,REG,45449.0,6660,302696040,60
2018-04-20,SIB,SUG,19820.0,1156,22912509,20
2018-04-20,SIB,TRD,42043.0,1165,48980555,13
2018-04-23,DAL,DTL,46777.0,3055,142906140,28
2018-04-23,DAL,DTM,0.0,0,0,0
2018-04-23,DAL,DTZ,0.0,0,0,0
2018-04-23,DAL,MZT,13951.0,650,9068475,6
2018-04-23,DAL,PRM,46505.0,1200,55806300,17
2018-04-23,DAL,REG,45090.0,3000,135272640,33
2018-04-23,DAL,TRD,43648.0,2015,87950785,23
2018-04-23,EVR,DTL,44981.0,11225,504922450,80
2018-04-23,EVR,DTM,0.0,0,0,0
2018-04-23,EVR,DTZ,0.0,0,0,0
2018-04-23,EVR,MZT,14034.0,4520,63436845,45
2018-04-23,EVR,PRM,48322.0,6480,313129920,62
2018-04-23,EVR,REG,47222.0,7925,374236400,75
2018-04-23,EVR,SUG,21501.0,664,14276786,13
2018-04-23,EVR,TRD,42184.0,2035,85844675,18
2018-04-23,SIB,DTL,45065.0,7125,321090700,58
2018-04-23,SIB,DTM,0.0,0,0,0
2018-04-23,SIB,DTZ,0.0,0,0,0
2018-04-23,SIB,MZT,13277.0,2310,30670800,25
2018-04-23,SIB,PRM,46591.0,2520,117410700,28
2018-04-23,SIB,REG,45304.0,5525,250309580,58
2018-04-23,SIB,SUG,19887.0,1552,30865046,24
2018-04-23,SIB,TRD,42550.0,1750,74462535,23
2018-04-24,DAL,DTL,46787.0,2795,130770510,23
2018-04-24,DAL,DTM,0.0,0,0,0
2018-04-24,DAL,DTZ,0.0,0,0,0
2018-04-24,DAL,MZT,13414.0,2210,29645005,16
2018-04-24,DAL,PRM,47002.0,1140,53583300,11
2018-04-24,DAL,REG,45447.0,2940,133615800,27
2018-04-24,DAL,TRD,42929.0,1625,69759625,10
2018-04-24,EVR,DTL,45386.0,11715,531703310,79
2018-04-24,EVR,DTM,0.0,0,0,0
2018-04-24,EVR,DTZ,0.0,0,0,0
2018-04-24,EVR,MZT,14436.0,3805,54931630,41
2018-04-24,EVR,PRM,48735.0,5820,283641720,49
2018-04-24,EVR,REG,47763.0,7440,355362960,59
2018-04-24,EVR,SUG,21517.0,920,19795856,15
2018-04-24,EVR,TRD,42194.0,1835,77425990,16
2018-04-24,SIB,DTL,45309.0,6305,285676150,43
2018-04-24,SIB,DTM,0.0,0,0,0
2018-04-24,SIB,DTZ,0.0,0,0,0
2018-04-24,SIB,MZT,13337.0,3545,47282560,29
2018-04-24,SIB,PRM,47319.0,2460,116405220,21
2018-04-24,SIB,REG,45940.0,5220,239807520,38
2018-04-24,SIB,SUG,20125.0,1408,28336074,24
2018-04-24,SIB,TRD,41743.0,1360,56771450,9
2018-04-25,DAL,DTL,46592.0,2990,139312940,29
2018-04-25,DAL,DTM,0.0,0,0,0
2018-04-25,DAL,DTZ,0.0,0,0,0
2018-04-25,DAL,MZT,13747.0,1755,24127480,13
2018-04-25,DAL,PRM,46811.0,1200,56173380,14
2018-04-25,DAL,REG,45807.0,2940,134674920,25
2018-04-25,DAL,TRD,42585.0,2990,127331425,29
2018-04-25,EVR,DTL,45735.0,9820,449126245,62
2018-04-25,EVR,DTM,0.0,0,0,0
2018-04-25,EVR,DTZ,0.0,0,0,0
2018-04-25,EVR,MZT,14675.0,3315,48650290,33
2018-04-25,EVR,PRM,49257.0,7140,351701280,54
2018-04-25,EVR,REG,48131.0,6600,317671080,56
2018-04-25,EVR,SUG,21369.0,639,13655200,13
2018-04-25,EVR,TRD,42063.0,1900,79920000,14
2018-04-25,SIB,DTL,45691.0,5040,230282810,42
2018-04-25,SIB,DTM,0.0,0,0,0
2018-04-25,SIB,DTZ,0.0,0,0,0
2018-04-25,SIB,MZT,13311.0,2145,28552680,19
2018-04-25,SIB,PRM,47409.0,2340,110938200,23
2018-04-25,SIB,REG,46259.0,5460,252578820,42
2018-04-25,SIB,SUG,19871.0,1383,27482478,28
2018-04-25,SIB,TRD,41556.0,2465,102437065,26
2018-04-26,DAL,DTL,46717.0,2990,139686625,24
2018-04-26,DAL,DTM,0.0,0,0,0
2018-04-26,DAL,DTZ,0.0,0,0,0
2018-04-26,DAL,MZT,13685.0,2925,40029730,17
2018-04-26,DAL,PRM,47419.0,1140,54058260,11
2018-04-26,DAL,REG,46308.0,2940,136146240,21
2018-04-26,DAL,TRD,41443.0,4810,199341545,37
2018-04-26,EVR,DTL,46378.0,11460,531498695,67
2018-04-26,EVR,DTM,0.0,0,0,0
2018-04-26,EVR,DTZ,0.0,0,0,0
2018-04-26,EVR,MZT,14914.0,5350,79791250,55
2018-04-26,EVR,PRM,49621.0,7080,351319680,64
2018-04-26,EVR,REG,48722.0,8365,407566630,82
2018-04-26,EVR,SUG,21689.0,756,16396900,14
2018-04-26,EVR,TRD,42342.0,1575,66689670,15
2018-04-26,SIB,DTL,45939.0,5740,263691675,39
2018-04-26,SIB,DTM,0.0,0,0,0
2018-04-26,SIB,DTZ,0.0,0,0,0
2018-04-26,SIB,MZT,13653.0,4375,59733420,29
2018-04-26,SIB,PRM,47992.0,2460,118061640,24
2018-04-26,SIB,REG,46982.0,5650,265448560,50
2018-04-26,SIB,SUG,20161.0,1466,29557000,22
2018-04-26,SIB,TRD,41043.0,4415,181205845,35
2018-04-27,DAL,DTL,47175.0,2930,138224995,21
2018-04-27,DAL,DTM,0.0,0,0,0
2018-04-27,DAL,DTZ,0.0,0,0,0
2018-04-27,DAL,MZT,13301.0,2795,37177075,14
2018-04-27,DAL,PRM,47497.0,1200,56997540,15
2018-04-27,DAL,REG,46840.0,3000,140522700,24
2018-04-27,DAL,TRD,41956.0,4550,190903375,33
2018-04-27,EVR,DTL,46855.0,8960,419823860,65
2018-04-27,EVR,DTM,0.0,0,0,0
2018-04-27,EVR,DTZ,0.0,0,0,0
2018-04-27,EVR,MZT,14946.0,5055,75552635,45
2018-04-27,EVR,PRM,49971.0,6120,305825700,58
2018-04-27,EVR,REG,49102.0,7140,350595120,68
2018-04-27,EVR,SUG,22890.0,639,14627243,12
2018-04-27,EVR,TRD,42342.0,0,0,0
2018-04-27,SIB,DTL,46475.0,5225,242832100,38
2018-04-27,SIB,DTM,0.0,0,0,0
2018-04-27,SIB,DTZ,0.0,0,0,0
2018-04-27,SIB,MZT,13292.0,3495,46458700,22
2018-04-27,SIB,PRM,48087.0,2100,100984260,23
2018-04-27,SIB,REG,47373.0,5340,252975360,48
2018-04-27,SIB,SUG,21417.0,1081,23151799,18
2018-04-27,SIB,TRD,41361.0,3895,161104375,27
2018-04-28,DAL,DTL,47396.0,2925,138634015,27
2018-04-28,DAL,DTM,0.0,0,0,0
2018-04-28,DAL,DTZ,0.0,0,0,0
2018-04-28,DAL,MZT,13617.0,2990,40717690,17
2018-04-28,DAL,PRM,47362.0,1200,56835060,10
2018-04-28,DAL,REG,46420.0,2760,128119860,23
2018-04-28,DAL,TRD,42635.0,4225,180135800,34
2018-04-28,EVR,DTL,47111.0,10315,485959540,79
2018-04-28,EVR,DTM,0.0,0,0,0
2018-04-28,EVR,DTZ,0.0,0,0,0
2018-04-28,EVR,MZT,15125.0,5405,81752225,36
2018-04-28,EVR,PRM,49833.0,6240,310963800,59
2018-04-28,EVR,REG,48930.0,7530,368443000,65
2018-04-28,EVR,SUG,22576.0,830,18738305,12
2018-04-28,EVR,TRD,42342.0,0,0,0
2018-04-28,SIB,DTL,46555.0,5275,245580410,45
2018-04-28,SIB,DTM,0.0,0,0,0
2018-04-28,SIB,DTZ,0.0,0,0,0
2018-04-28,SIB,MZT,14021.0,4755,66671965,24
2018-04-28,SIB,PRM,47955.0,2400,115092960,23
2018-04-28,SIB,REG,47091.0,5310,250057240,46
2018-04-28,SIB,SUG,21689.0,1354,29367215,19
2018-04-28,SIB,TRD,41939.0,3570,149725145,29
2018-05-03,DAL,DTL,47515.0,2990,142071085,25
2018-05-03,DAL,DTM,0.0,0,0,0
2018-05-03,DAL,DTZ,0.0,0,0,0
2018-05-03,DAL,MZT,15691.0,650,10198890,8
2018-05-03,DAL,PRM,47653.0,1260,60043320,13
2018-05-03,DAL,REG,46754.0,2700,126237120,22
2018-05-03,DAL,TRD,42608.0,2925,124627685,30
2018-05-03,EVR,DTL,47255.0,11265,532326750,79
2018-05-03,EVR,DTM,0.0,0,0,0
2018-05-03,EVR,DTZ,0.0,0,0,0
2018-05-03,EVR,MZT,14971.0,3900,58387030,37
2018-05-03,EVR,PRM,50185.0,6540,328210200,57
2018-05-03,EVR,REG,49410.0,7880,389348635,69
2018-05-03,EVR,SUG,23025.0,883,20331050,17
2018-05-03,EVR,TRD,42600.0,1821,77573940,22
2018-05-03,SIB,DTL,46802.0,6190,289705040,49
2018-05-03,SIB,DTM,0.0,0,0,0
2018-05-03,SIB,DTZ,0.0,0,0,0
2018-05-03,SIB,MZT,13907.0,1040,14462890,14
2018-05-03,SIB,PRM,48349.0,2760,133442820,28
2018-05-03,SIB,REG,47589.0,5600,266498695,49
2018-05-03,SIB,SUG,21836.0,1211,26443375,21
2018-05-03,SIB,TRD,42362.0,2915,123486240,31
2018-05-04,DAL,DTL,47906.0,3090,148030350,18
2018-05-04,DAL,DTM,0.0,0,0,0
2018-05-04,DAL,DTZ,0.0,0,0,0
2018-05-04,DAL,MZT,15725.0,650,10221380,8
2018-05-04,DAL,PRM,48014.0,1320,63377880,13
2018-05-04,DAL,REG,47437.0,2700,128079420,25
2018-05-04,DAL,TRD,42254.0,2860,120847610,26
2018-05-04,EVR,DTL,47876.0,12680,607064120,85
2018-05-04,EVR,DTM,0.0,0,0,0
2018-05-04,EVR,DTZ,0.0,0,0,0
2018-05-04,EVR,MZT,14914.0,2535,37808160,30
2018-05-04,EVR,PRM,50478.0,5640,284693160,53
2018-05-04,EVR,REG,49791.0,9740,484962525,74
2018-05-04,EVR,SUG,23434.0,907,21254767,19
2018-05-04,EVR,TRD,42718.0,2010,85862279,19
2018-05-04,SIB,DTL,47299.0,6160,291362120,40
2018-05-04,SIB,DTM,0.0,0,0,0
2018-05-04,SIB,DTZ,0.0,0,0,0
2018-05-04,SIB,MZT,13995.0,1040,14554345,13
2018-05-04,SIB,PRM,48790.0,2820,137587800,28
2018-05-04,SIB,REG,48184.0,5480,264049065,54
2018-05-04,SIB,SUG,22155.0,1211,26830281,21
2018-05-04,SIB,TRD,41972.0,2850,119621175,27
2018-05-07,DAL,DTL,48219.0,3090,148995505,21
2018-05-07,DAL,DTM,0.0,0,0,0
2018-05-07,DAL,DTZ,0.0,0,0,0
2018-05-07,DAL,MZT,15044.0,1040,15645500,9
2018-05-07,DAL,PRM,48470.0,1320,63979800,16
2018-05-07,DAL,REG,47702.0,2700,128795760,26
2018-05-07,DAL,TRD,42573.0,2080,88551190,12
2018-05-07,EVR,DTL,48339.0,11195,541150145,76
2018-05-07,EVR,DTM,0.0,0,0,0
2018-05-07,EVR,DTZ,0.0,0,0,0
2018-05-07,EVR,MZT,15194.0,3575,54318355,36
2018-05-07,EVR,PRM,51118.0,6240,318977280,62
2018-05-07,EVR,REG,50665.0,7810,395691260,82
2018-05-07,EVR,SUG,23635.0,953,22524135,20
2018-05-07,EVR,TRD,42718.0,0,0,0
2018-05-07,SIB,DTL,47636.0,6160,293438950,44
2018-05-07,SIB,DTM,0.0,0,0,0
2018-05-07,SIB,DTZ,0.0,0,0,0
2018-05-07,SIB,MZT,14010.0,1690,23677095,18
2018-05-07,SIB,PRM,49225.0,2640,129954480,30
2018-05-07,SIB,REG,48614.0,5830,283417520,54
2018-05-07,SIB,SUG,22296.0,1597,35605930,23
2018-05-07,SIB,TRD,42203.0,2070,87360940,13
2018-05-08,DAL,DTL,48409.0,2895,140145270,22
2018-05-08,DAL,DTM,0.0,0,0,0
2018-05-08,DAL,DTZ,0.0,0,0,0
2018-05-08,DAL,MZT,15162.0,1040,15768675,10
2018-05-08,DAL,PRM,49576.0,1380,68414880,14
2018-05-08,DAL,REG,48905.0,2580,126175740,22
2018-05-08,DAL,TRD,43949.0,2535,111410975,27
2018-05-08,EVR,DTL,48928.0,11265,551177955,84
2018-05-08,EVR,DTM,0.0,0,0,0
2018-05-08,EVR,DTZ,0.0,0,0,0
2018-05-08,EVR,MZT,15523.0,4555,70709465,36
2018-05-08,EVR,PRM,52445.0,7920,415361280,64
2018-05-08,EVR,REG,51693.0,9300,480741360,70
2018-05-08,EVR,SUG,24247.0,731,17724797,16
2018-05-08,EVR,TRD,42968.0,1581,67931970,18
2018-05-08,SIB,DTL,47995.0,6130,294210395,47
2018-05-08,SIB,DTM,0.0,0,0,0
2018-05-08,SIB,DTZ,0.0,0,0,0
2018-05-08,SIB,MZT,14531.0,2345,34076115,18
2018-05-08,SIB,PRM,50228.0,2760,138628620,29
2018-05-08,SIB,REG,49831.0,5220,260117100,42
2018-05-08,SIB,SUG,22645.0,1453,32903836,20
2018-05-08,SIB,TRD,43057.0,2200,94725905,24
2018-05-10,DAL,DTL,49354.0,2960,146086530,25
2018-05-10,DAL,DTM,0.0,0,0,0
2018-05-10,DAL,DTZ,0.0,0,0,0
2018-05-10,DAL,MZT,14677.0,2990,43883255,18
2018-05-10,DAL,PRM,51232.0,1380,70700160,17
2018-05-10,DAL,REG,50252.0,2580,129651060,25
2018-05-10,DAL,TRD,44488.0,2665,118560065,27
2018-05-10,EVR,DTL,49511.0,12370,612446815,100
2018-05-10,EVR,DTM,0.0,0,0,0
2018-05-10,EVR,DTZ,0.0,0,0,0
2018-05-10,EVR,MZT,15886.0,4345,69025500,41
2018-05-10,EVR,PRM,53910.0,6000,323461200,69
2018-05-10,EVR,REG,53152.0,7750,411928980,84
2018-05-10,EVR,SUG,24711.0,849,20979989,17
2018-05-10,EVR,TRD,43298.0,1707,73910508,18
2018-05-10,SIB,DTL,48673.0,6030,293499160,48
2018-05-10,SIB,DTM,0.0,0,0,0
2018-05-10,SIB,DTZ,0.0,0,0,0
2018-05-10,SIB,MZT,14640.0,4735,69322290,32
2018-05-10,SIB,PRM,52313.0,2760,144383220,34
2018-05-10,SIB,REG,51514.0,6070,312690000,56
2018-05-10,SIB,SUG,23559.0,1211,28529644,19
2018-05-10,SIB,TRD,43637.0,2200,96000955,25
2018-05-11,DAL,DTL,50070.0,3120,156218660,25
2018-05-11,DAL,DTM,0.0,0,0,0
